Sample_ID,Long,Lat
52009_091118_7_Elk,-123.46932,47.870426
52009_091118_70_Mills,-123.605755,47.993774
52009_091118_71_Mills,-123.605755,47.993774
52009_091118_72_Mills,-123.605755,47.993774
52009_091118_73_Mills,-123.605755,47.993774
52009_091118_74_Mills,-123.605755,47.993774
52009_091118_75_Mills,-123.605755,47.993774
52009_091118_76_Mills,-123.605755,47.993774
52009_091118_77_Mills,-123.605755,47.993774
52009_091118_78_Mills,-123.605755,47.993774
52009_091118_79_Mills,-123.605755,47.993774
52009_091118_8_Elk,-123.46932,47.870426
52009_091218_49_Hayes,-123.466043,47.83032
52009_091218_50_Hayes,-123.466043,47.83032
52009_091218_51_Hayes,-123.466043,47.83032
52009_091218_52_Hayes,-123.466043,47.83032
52009_091218_53_Hayes,-123.466043,47.83032
52009_091218_54_Hayes,-123.466043,47.83032
52009_091218_56_Hayes,-123.466043,47.83032
52009_091218_57_Hayes,-123.466043,47.83032
52009_091218_58_Hayes,-123.466043,47.83032
52009_091218_59_Hayes,-123.466043,47.83032
52009_091218_60_Hayes,-123.466043,47.83032
52009_091218_61_Hayes,-123.466043,47.83032
52009_091218_62_Hayes,-123.466043,47.83032
52009_091218_63_Hayes,-123.466043,47.83032
52009_091218_64_Hayes,-123.466043,47.83032
52009_091218_66_Hayes,-123.466043,47.83032
52009_091218_67_Hayes,-123.466043,47.83032
52009_091218_68_Hayes,-123.466043,47.83032
52009_091218_69_Hayes,-123.466043,47.83032
52009_091218_70_Hayes,-123.466043,47.83032
52009_091218_71_Hayes,-123.466043,47.83032
52009_091218_72_Hayes,-123.466043,47.83032
52009_091218_73_Hayes,-123.466043,47.83032
52009_091218_74_Hayes,-123.466043,47.83032
52009_091218_75_Hayes,-123.466043,47.83032
52009_091218_76_Hayes,-123.466043,47.83032
52009_091218_77_Hayes,-123.466043,47.83032
52009_091218_78_Hayes,-123.466043,47.83032
52009_091218_79_Hayes,-123.466043,47.83032
52009_091218_80_Hayes,-123.466043,47.83032
52009_091218_81_Hayes,-123.466043,47.83032
52009_091218_82_Hayes,-123.466043,47.83032
52009_091218_83_Hayes,-123.466043,47.83032
52009_091218_84_Hayes,-123.466043,47.83032
52009_091218_85_Hayes,-123.466043,47.83032
52009_091218_86_Hayes,-123.466043,47.83032
52009_091218_87_Hayes,-123.466043,47.83032
52009_091218_88_Hayes,-123.466043,47.83032
52009_091218_89_Hayes,-123.466043,47.83032
52009_091218_90_Hayes,-123.466043,47.83032
52009_091218_91_Hayes,-123.466043,47.83032
52009_091218_92_Hayes,-123.466043,47.83032
52009_2018_001,-123.554462,48.133958
52009_2018_002,-123.554462,48.133958
52009_2018_003,-123.563271,48.139881
52275_003,-123.555959,48.119386
52275_004,-123.554462,48.133958
52275_005,-123.563271,48.139881
52275_006,-123.557206,48.126028
52275_007,-123.555959,48.119386
52275_008,-123.563271,48.139881
52275_009,-123.554462,48.133958
52275_010,-123.563271,48.139881
52275_011,-123.580341,48.061003
52275_012,-123.554462,48.133958
52275_013,-123.554462,48.133958
52275_014,-123.554462,48.133958
52275_015,-123.590568,48.044759
52275_016,-123.590568,48.044759
52275_020,-123.554462,48.133958
52275_021,-123.554462,48.133958
52275_022,-123.554462,48.133958
52275_023,-123.554462,48.133958
52275_024,-123.554462,48.133958
52275_025,-123.554462,48.133958
52275_026,-123.563271,48.139881
52275_027,-123.554462,48.133958
52275_029,-123.554462,48.133958
52275_030,-123.554462,48.133958
52275_031,-123.554462,48.133958
52275_032,-123.554462,48.133958
52275_033,-123.555959,48.119386
52275_034,-123.555959,48.119386
52275_035,-123.554462,48.133958
52275_036,-123.554462,48.133958
52275_037,-123.563271,48.139881
52275_038,-123.563271,48.139881
52275_039,-123.563271,48.139881
52275_040,-123.557206,48.126028
52275_041,-123.590568,48.044759
52275_042,-123.597254,48.026106
52275_043,-123.592738,48.037542
52275_044,-123.592738,48.037542
52275_045,-123.592738,48.037542
52275_046,-123.580341,48.061003
52275_047,-123.580341,48.061003
52275_048,-123.554462,48.133958
52275_049,-123.554462,48.133958
52275_050,-123.554462,48.133958
52275_051,-123.554462,48.133958
52275_052,-123.555959,48.119386
52275_053,-123.563271,48.139881
52275_054,-123.563271,48.139881
52275_055,-123.563271,48.139881
52275_060,-123.554462,48.133958
52275_061,-123.554462,48.133958
52275_062,-123.554462,48.133958
52275_063,-123.555959,48.119386
52275_064,-123.555959,48.119386
52275_065,-123.554462,48.133958
52275_066,-123.563271,48.139881
52275_070,-123.59973,47.983731
52275_071,-123.59973,47.983731
52275_072,-123.59973,47.983731
52275_073,-123.59973,47.983731
52275_074,-123.604386,47.990391
52275_075,-123.604386,47.990391
52275_076,-123.604386,47.990391
52275_077,-123.604386,47.990391
52275_078,-123.604386,47.990391
52275_079,-123.605755,47.993774
52275_080,-123.599862,48.011814
52275_081,-123.599862,48.011814
52275_082,-123.592738,48.037542
52275_085,-123.554462,48.133958
52275_086,-123.554462,48.133958
52275_087,-123.554462,48.133958
52275_088,-123.554462,48.133958
52275_089,-123.554462,48.133958
52275_090,-123.554462,48.133958
52275_091,-123.554462,48.133958
52275_092,-123.554462,48.133958
52275_093,-123.563271,48.139881
52275_094,-123.563271,48.139881
52275_095,-123.563271,48.139881
52275_096,-123.563271,48.139881
52275_097,-123.563271,48.139881
52275_098,-123.563271,48.139881
52275_099,-123.563271,48.139881
52275_100,-123.554462,48.133958
52275_101,-123.554462,48.133958
52275_102,-123.554462,48.133958
52275_103,-123.563271,48.139881
52275_104,-123.563271,48.139881
52275_110,-123.554462,48.133958
52275_111,-123.554462,48.133958
52275_120,-123.604386,47.990391
52275_121,-123.605755,47.993774
52275_145,-123.554462,48.133958
52275_146,-123.555959,48.119386
52275_147,-123.553206,48.114253
52275_148,-123.553206,48.114253
52275_149,-123.553206,48.114253
52275_150,-123.553206,48.114253
52275_151,-123.553206,48.114253
52275_152,-123.553206,48.114253
52275_153,-123.553206,48.114253
52275_154,-123.553206,48.114253
52275_155,-123.553206,48.114253
52275_156,-123.553206,48.114253
52275_157,-123.553206,48.114253
52275_158,-123.553206,48.114253
52275_159,-123.553206,48.114253
52275_160,-123.553206,48.114253
52275_161,-123.553206,48.114253
52275_162,-123.553206,48.114253
52275_163,-123.553206,48.114253
52275_164,-123.553206,48.114253
52275_165,-123.553206,48.114253
52275_166,-123.555959,48.119386
52275_167,-123.560045,47.948635
52275_168,-123.560045,47.948635
52275_169,-123.560045,47.948635
52275_170,-123.560045,47.948635
52275_171,-123.560045,47.948635
52275_172,-123.605755,47.993774
52275_173,-123.527356,47.734627
52275_174,-123.527356,47.734627
52275_175,-123.527356,47.734627
52275_176,-123.577027,48.063958
52275_177,-123.577027,48.063958
52275_178,-123.466043,47.83032
52275_179,-123.466043,47.83032
52275_180,-123.466043,47.83032
52275_181,-123.468739,47.861505
52275_182,-123.468739,47.861505
52275_183,-123.577027,48.063958
52275_184,-123.577027,48.063958
52275_185,-123.527356,47.734627
52275_186,-123.527356,47.734627
52275_187,-123.527356,47.734627
52275_188,-123.468739,47.861505
52275_189,-123.468739,47.861505
52275_190,-123.468739,47.861505
52275_191,-123.468739,47.861505
52275_192,-123.466043,47.83032
52275_193,-123.466043,47.83032
52275_194,-123.466043,47.83032
52275_195,-123.466043,47.83032
52331_001,-123.507611,48.052361
52331_002,-123.507611,48.052361
52331_003,-123.507611,48.052361
52331_004,-123.507611,48.052361
52331_005,-123.507611,48.052361
52331_006,-123.507611,48.052361
52331_007,-123.507611,48.052361
52331_008,-123.507611,48.052361
52331_009,-123.507611,48.052361
52331_010,-123.507611,48.052361
52331_011,-123.507611,48.052361
52331_012,-123.507611,48.052361
52331_013,-123.507611,48.052361
52331_014,-123.507611,48.052361
52331_015,-123.507611,48.052361
52331_016,-123.507611,48.052361
52331_017,-123.507611,48.052361
52331_018,-123.507611,48.052361
52331_019,-123.507611,48.052361
52331_020,-123.507611,48.052361
52331_021,-123.507611,48.052361
52331_022,-123.507611,48.052361
52331_023,-123.507611,48.052361
52331_024,-123.507611,48.052361
52331_025,-123.507611,48.052361
52331_026,-123.507611,48.052361
52331_027,-123.507611,48.052361
52381_160,-123.563271,48.139881
52381_170,-123.554462,48.133958
52382_2020_001,-123.554462,48.133958
52382_2020_002,-123.554462,48.133958
52382_2020_003,-123.554462,48.133958
52382_2020_004,-123.563271,48.139881
52382_2020_006,-123.554462,48.133958
52382_2020_007,-123.554462,48.133958
52382_2020_008,-123.554462,48.133958
52382_2020_009,-123.554462,48.133958
52382_2020_010,-123.554462,48.133958
52382_2020_030,-123.554462,48.133958
52382_2020_031,-123.554462,48.133958
52382_2020_032,-123.563271,48.139881
52382_2020_033,-123.554462,48.133958
52382_2020_034,-123.554462,48.133958
52382_2020_035,-123.563271,48.139881
52382_2020_040,-123.554462,48.133958
52382_2020_041,-123.554462,48.133958
52382_2020_042,-123.554462,48.133958
52382_2020_043,-123.563271,48.139881
52382_2020_044,-123.563271,48.139881
52382_2020_050,-123.554462,48.133958
52382_2020_051,-123.554462,48.133958
52382_2020_052,-123.554462,48.133958
52382_2020_053,-123.554462,48.133958
52382_2020_054,-123.554462,48.133958
52382_2020_055,-123.555959,48.119386
52382_2020_056,-123.554462,48.133958
52382_2020_057,-123.554462,48.133958
52382_2020_058,-123.563271,48.139881
52382_2020_059,-123.563271,48.139881
52382_2020_060,-123.563271,48.139881
52382_2020_061,-123.563271,48.139881
52382_2020_062,-123.563271,48.139881
52382_2020_070,-123.554462,48.133958
52382_2020_071,-123.554462,48.133958
52382_2020_072,-123.554462,48.133958
52382_2020_073,-123.563271,48.139881
52382_2020_074,-123.554462,48.133958
52382_2020_075,-123.554462,48.133958
52382_2020_076,-123.557206,48.126028
52382_2020_077,-123.554462,48.133958
52382_2020_078,-123.554462,48.133958
52382_2020_079,-123.563271,48.139881
52382_2020_080,-123.554462,48.133958
52382_2020_081,-123.563271,48.139881
52382_2020_082,-123.554462,48.133958
52382_2020_083,-123.554462,48.133958
52382_2020_084,-123.554462,48.133958
52382_2020_085,-123.555959,48.119386
52382_2020_086,-123.555959,48.119386
52382_2020_087,-123.555959,48.119386
52382_2020_088,-123.554462,48.133958
52382_2020_089,-123.554462,48.133958
52382_2020_090,-123.554462,48.133958
52382_2020_091,-123.554462,48.133958
52382_2020_092,-123.554462,48.133958
52382_2020_093,-123.563271,48.139881
52382_2020_100,-123.554462,48.133958
52382_2020_101,-123.554462,48.133958
52382_2020_102,-123.554462,48.133958
52382_2020_103,-123.563271,48.139881
52382_2020_104,-123.563271,48.139881
52382_2020_105,-123.563271,48.139881
52382_2020_110,-123.555959,48.119386
52382_2020_111,-123.555959,48.119386
52382_2020_120,-123.554462,48.133958
52382_2020_121,-123.563271,48.139881
52382_2020_136,-123.563271,48.139881
52382_2020_140,-123.554462,48.133958
52382_2020_150,-123.554462,48.133958
52382_2020_151scales,-123.554462,48.133958
52382_2020_153,-123.563271,48.139881
52382_2020_450,-123.593633,47.972516
52382_2020_451,-123.593633,47.972516
52382_2020_453,-123.593633,47.972516
52382_2020_455,-123.593633,47.972516
52382_2020_456,-123.593633,47.972516
52382_2020_457,-123.593633,47.972516
52382_2020_8_11_20_F718,-123.554462,48.133958
52382_2020_FT50055,-123.554462,48.133958
52382_2020_FTss497_498,-123.557206,48.126028
52383_2021_001,-123.563271,48.139881
52383_2021_002,-123.563271,48.139881
52383_2021_003,-123.563271,48.139881
52383_2021_004,-123.563271,48.139881
52383_2021_005,-123.554462,48.133958
52383_2021_006,-123.563271,48.139881
52383_2021_007,-123.580341,48.061003
52383_2021_008,-123.580341,48.061003
52383_2021_009,-123.580341,48.061003
52383_2021_010,-123.563271,48.139881
52383_2021_015,-123.554462,48.133958
52383_2021_016,-123.554462,48.133958
52383_2021_017,-123.554462,48.133958
52383_2021_018,-123.563271,48.139881
52383_2021_019,-123.591759,48.019128
52383_2021_020,-123.591759,48.019128
52383_2021_021,-123.591759,48.019128
52383_2021_023,-123.592738,48.037542
52383_2021_026,-123.580341,48.061003
52383_2021_027,-123.580341,48.061003
52383_2021_030,-123.563271,48.139881
52383_2021_031,-123.563271,48.139881
52383_2021_032,-123.563271,48.139881
52383_2021_040,-123.554462,48.133958
52383_2021_041,-123.554462,48.133958
52383_2021_042,-123.554462,48.133958
52383_2021_043,-123.554462,48.133958
52383_2021_044,-123.554462,48.133958
52383_2021_045,-123.554462,48.133958
52383_2021_046,-123.563271,48.139881
52383_2021_047,-123.563271,48.139881
52383_2021_048,-123.563271,48.139881
52383_2021_050,-123.554462,48.133958
52383_2021_051,-123.563271,48.139881
52383_2021_052,-123.563271,48.139881
52383_2021_053,-123.563271,48.139881
52383_2021_060,-123.554462,48.133958
52383_2021_061,-123.555959,48.119386
52383_2021_062,-123.554462,48.133958
52383_2021_067,-123.591759,48.019128
52383_2021_068,-123.591759,48.019128
52383_2021_069,-123.591759,48.019128
52383_2021_070,-123.591759,48.019128
52383_2021_071,-123.592738,48.037542
52383_2021_072,-123.592738,48.037542
52383_2021_073,-123.592738,48.037542
52383_2021_074,-123.592738,48.037542
52383_2021_075,-123.59973,47.983731
52383_2021_076,-123.59973,47.983731
52383_2021_077,-123.604386,47.990391
52383_2021_078,-123.604386,47.990391
52383_2021_079,-123.604386,47.990391
52383_2021_080,-123.604386,47.990391
52383_2021_081,-123.604386,47.990391
52383_2021_082,-123.604386,47.990391
52383_2021_083,-123.604386,47.990391
52383_2021_084,-123.604386,47.990391
52383_2021_086,-123.554462,48.133958
52383_2021_087,NA,NA
52383_2021_088,-123.555959,48.119386
52383_2021_089,-123.554462,48.133958
52383_2021_090,-123.592738,48.037542
52383_2021_091,-123.580341,48.061003
52383_2021_092,-123.563271,48.139881
52383_2021_093,-123.554462,48.133958
52383_2021_094,-123.563271,48.139881
52383_2021_095,-123.563271,48.139881
52383_2021_100,-123.554462,48.133958
52383_2021_101,-123.554462,48.133958
52383_2021_102,-123.554462,48.133958
52383_2021_103,-123.554462,48.133958
52383_2021_104,-123.554462,48.133958
52383_2021_105,-123.563271,48.139881
52383_2021_106,-123.554462,48.133958
52383_2021_107,-123.563271,48.139881
52383_2021_108,-123.563271,48.139881
52383_2021_109,-123.563271,48.139881
52383_2021_110,-123.563271,48.139881
52383_2021_111,-123.554462,48.133958
52383_2021_112,-123.554462,48.133958
52383_2021_113,-123.554462,48.133958
52383_2021_114,-123.563271,48.139881
52383_2021_115,-123.563271,48.139881
52383_2021_116,-123.563271,48.139881
52383_2021_117,-123.563271,48.139881
52383_2021_118,-123.563271,48.139881
52383_2021_119,-123.563271,48.139881
52383_2021_120,-123.563271,48.139881
52383_2021_121,-123.554462,48.133958
52383_2021_122,-123.563271,48.139881
52383_2021_123,-123.563271,48.139881
52383_2021_124,-123.563271,48.139881
52383_2021_125,-123.563271,48.139881
52383_2021_126,-123.563271,48.139881
52383_2021_127,-123.563271,48.139881
52383_2021_128,-123.563271,48.139881
52383_2021_129,-123.554462,48.133958
52383_2021_130,-123.554462,48.133958
52383_2021_131,-123.554462,48.133958
52383_2021_132,-123.554462,48.133958
52383_2021_133,-123.554462,48.133958
52383_2021_134,-123.563271,48.139881
52383_2021_135,-123.563271,48.139881
52383_2021_136,-123.555959,48.119386
52383_2021_138,-123.563271,48.139881
52383_2021_139,-123.563271,48.139881
52383_2021_140,-123.604386,47.990391
52383_2021_141,-123.604386,47.990391
52383_2021_142,-123.604386,47.990391
52383_2021_143,-123.605755,47.993774
52383_2021_150,-123.577027,48.063958
52383_2021_151,-123.577027,48.063958
